backprop,stable_pct,t_train_s,mem_train_mb,infer_ms_per_sys,loss_final,loss_usada
unrolling,80.0,5.556039500021143,0.196608,7.486946875239179,0.0036742090455716536,control
implicit,65.83333333333333,207.48775704100262,1.72032,7.283411099827694,8.820141552756939e-05,control
