dr_train,stable_pct,t_train_s,mem_train_mb,infer_ms_per_sys,loss_final,loss_usada
10,82.50000000000001,2.6257802920008544,0.098304,7.374659366420625,0.008130515416557219,control
30,80.0,5.594603250006912,0.24576,7.340379166756368,0.0036742090455716536,control
100,79.16666666666667,16.487367916997755,11.698176,7.305594091788711,0.0005304930275990187,control
500,66.66666666666666,79.1294677919941,82.624512,7.285477091985134,0.00031750231389833175,control
