lr,stable_pct,decay_pct,t_train_s,loss_final,worst_mean,es_base
0.0003,87.5,77.5,36.17724229200394,0.0009949872397936657,-0.05162806714195497,False
0.001,85.83333333333334,75.83333333333334,36.13046383301844,0.0010549920966197643,-0.0394590221384883,True
0.003,88.33333333333334,81.66666666666667,36.41390370798763,0.00045806762963174484,-0.052550650558383295,False
0.01,88.33333333333334,80.83333333333334,36.582831499981694,0.0011626941413945568,-0.053568794737182936,False
