epochs,stable_pct,decay_pct,t_train_s,loss_final,worst_mean,es_base
15,80.0,73.33333333333334,5.555726833001245,0.0036742090455716536,-0.05405704369287504,False
50,80.83333333333334,70.83333333333333,18.33784345901222,0.0023384818617164876,-0.054895347047581575,False
100,85.83333333333334,75.83333333333334,36.13046383301844,0.0010549920966197643,-0.0394590221384883,True
200,89.16666666666667,84.16666666666667,73.79928741700132,0.0008109952461455807,-0.047891312800247374,False
400,89.16666666666667,80.83333333333334,148.42070729201077,0.00013753633279948375,-0.04387963567411865,False
