serie,delta,iter,peor_eig
control δ=1.29,1.29,3500,0.41560733106150155
control δ=1.29,1.29,3520,0.41560733106149894
control δ=1.29,1.29,3540,0.41560733106148984
control δ=1.29,1.29,3560,0.4156073310614886
control δ=1.29,1.29,3580,0.41560733106151737
control δ=1.29,1.29,3600,0.4156073310615077
control δ=1.29,1.29,3620,0.41560733106149284
control δ=1.29,1.29,3640,0.41560733106148856
control δ=1.29,1.29,3660,0.41560733106152054
control δ=1.29,1.29,3680,0.4156073310615259
control δ=1.29,1.29,3700,0.4156073310614895
control δ=1.29,1.29,3720,0.41560733106150244
control δ=1.29,1.29,3740,0.41560733106150616
control δ=1.29,1.29,3760,0.4156073310615187
control δ=1.29,1.29,3780,0.41560733106150655
control δ=1.29,1.29,3800,0.41560733106151315
control δ=1.29,1.29,3820,0.4156073310615168
control δ=1.29,1.29,3840,0.41560733106150116
control δ=1.29,1.29,3860,0.415607331061518
control δ=1.29,1.29,3880,0.4156073310615135
control δ=1.29,1.29,3900,0.41560733106150405
control δ=1.29,1.29,3920,0.41560733106152814
control δ=1.29,1.29,3940,0.41560733106149095
control δ=1.29,1.29,3960,0.4156073310615022
control δ=1.29,1.29,3980,0.4156073310615028
control δ=1.29,1.29,4000,0.4156073310615107
control δ=1.29,1.29,4020,0.4156073310614933
control δ=1.29,1.29,4040,0.4156073310615012
control δ=1.29,1.29,4060,0.4156073310615047
control δ=1.29,1.29,4080,0.41560733106150227
control δ=1.29,1.29,4100,0.415607331061517
control δ=1.29,1.29,4120,0.415607331061526
control δ=1.29,1.29,4140,0.41560733106149367
control δ=1.29,1.29,4160,0.41560733106149544
control δ=1.29,1.29,4180,0.415607331061554
control δ=1.29,1.29,4200,0.4156073310615038
control δ=1.29,1.29,4220,0.4156073310615234
control δ=1.29,1.29,4240,0.4156073310615192
control δ=1.29,1.29,4260,0.41560733106150494
control δ=1.29,1.29,4280,0.4156073310615246
control δ=1.29,1.29,4300,0.41560733106151276
control δ=1.29,1.29,4320,0.4156073310614896
control δ=1.29,1.29,4340,0.4156073310615124
control δ=1.29,1.29,4360,0.41560733106149544
control δ=1.29,1.29,4380,0.41560733106151326
control δ=1.29,1.29,4400,0.41560733106151737
control δ=1.29,1.29,4420,0.4156073310615076
control δ=1.29,1.29,4440,0.4156073310614796
control δ=1.29,1.29,4460,0.4156073310615056
control δ=1.29,1.29,4480,0.41560733106148384
control δ=1.29,1.29,4500,0.41560733106149306
control δ=1.29,1.29,4520,0.4156073310615178
control δ=1.29,1.29,4540,0.4156073310614844
control δ=1.29,1.29,4560,0.41560733106151604
control δ=1.29,1.29,4580,0.415607331061534
control δ=1.29,1.29,4600,0.41560733106150305
control δ=1.29,1.29,4620,0.41560733106151027
control δ=1.29,1.29,4640,0.4156073310615283
control δ=1.29,1.29,4660,0.41560733106151915
control δ=1.29,1.29,4680,0.41560733106153935
control δ=1.29,1.29,4700,0.41560733106152825
control δ=1.29,1.29,4720,0.41560733106150227
control δ=1.29,1.29,4740,0.41560733106151676
control δ=1.29,1.29,4760,0.4156073310615028
control δ=1.29,1.29,4780,0.4156073310615096
control δ=1.29,1.29,4800,0.41560733106150954
control δ=1.29,1.29,4820,0.41560733106150727
control δ=1.29,1.29,4840,0.41560733106152814
control δ=1.29,1.29,4860,0.4156073310615168
control δ=1.29,1.29,4880,0.41560733106150416
control δ=1.29,1.29,4900,0.4156073310615267
control δ=1.29,1.29,4920,0.41560733106152364
control δ=1.29,1.29,4940,0.4156073310614929
control δ=1.29,1.29,4960,0.4156073310615144
control δ=1.29,1.29,4980,0.4156073310614913
control δ=1.29,1.29,5000,0.4156073310615276
control δ=1.29,1.29,5020,0.4156073310615268
control δ=1.29,1.29,5040,0.41560733106148884
control δ=1.29,1.29,5060,0.41560733106151715
control δ=1.29,1.29,5080,0.41560733106153286
control δ=1.29,1.29,5100,0.4156073310614985
control δ=1.29,1.29,5120,0.41560733106150904
control δ=1.29,1.29,5140,0.4156073310615013
control δ=1.29,1.29,5160,0.4156073310615295
control δ=1.29,1.29,5180,0.41560733106148484
control δ=1.29,1.29,5200,0.4156073310614933
control δ=1.29,1.29,5220,0.41560733106150183
control δ=1.29,1.29,5240,0.41560733106158154
control δ=1.29,1.29,5260,0.4156073310615461
control δ=1.29,1.29,5280,0.4156073310615002
control δ=1.29,1.29,5300,0.4156073310615326
control δ=1.29,1.29,5320,0.4156073310614931
control δ=1.29,1.29,5340,0.4156073310615279
control δ=1.29,1.29,5360,0.41560733106153036
control δ=1.29,1.29,5380,0.41560733106150904
control δ=1.29,1.29,5400,0.4156073310614993
control δ=1.29,1.29,5420,0.4156073310615104
control δ=1.29,1.29,5440,0.41560733106150405
control δ=1.29,1.29,5460,0.41560733106153236
control δ=1.29,1.29,5480,0.41560733106155234
control δ=1.29,1.29,5500,0.41560733106152137
control δ=1.29,1.29,5520,0.41560733106151937
control δ=1.29,1.29,5540,0.41560733106150455
control δ=1.29,1.29,5560,0.4156073310615058
control δ=1.29,1.29,5580,0.4156073310615159
control δ=1.29,1.29,5600,0.4156073310614837
control δ=1.29,1.29,5620,0.4156073310614914
control δ=1.29,1.29,5640,0.4156073310615509
control δ=1.29,1.29,5660,0.4156073310615296
control δ=1.29,1.29,5680,0.4156073310615199
control δ=1.29,1.29,5700,0.4156073310615186
control δ=1.29,1.29,5720,0.4156073310615148
control δ=1.29,1.29,5740,0.41560733106148806
control δ=1.29,1.29,5760,0.41560733106152226
control δ=1.29,1.29,5780,0.41560733106149933
control δ=1.29,1.29,5800,0.4156073310614904
control δ=1.29,1.29,5820,0.415607331061503
control δ=1.29,1.29,5840,0.41560733106153547
control δ=1.29,1.29,5860,0.41560733106150927
control δ=1.29,1.29,5880,0.4156073310615058
control δ=1.29,1.29,5900,0.4156073310615123
control δ=1.29,1.29,5920,0.415607331061495
control δ=1.29,1.29,5940,0.41560733106153336
control δ=1.29,1.29,5960,0.4156073310615128
control δ=1.29,1.29,5980,0.41560733106155046
control δ=1.29,1.29,6000,0.415607331061544
control δ=1.29,1.29,6020,0.41560733106151526
control δ=1.29,1.29,6040,0.41560733106151465
control δ=1.29,1.29,6060,0.41560733106150244
control δ=1.29,1.29,6080,0.4156073310615149
control δ=1.29,1.29,6100,0.4156073310614953
control δ=1.29,1.29,6120,0.41560733106152137
control δ=1.29,1.29,6140,0.41560733106151426
control δ=1.29,1.29,6160,0.4156073310615368
control δ=1.29,1.29,6180,0.41560733106150094
control δ=1.29,1.29,6200,0.41560733106152176
control δ=1.29,1.29,6220,0.4156073310615077
control δ=1.29,1.29,6240,0.41560733106151676
control δ=1.29,1.29,6260,0.41560733106148867
control δ=1.29,1.29,6280,0.4156073310614997
control δ=1.29,1.29,6300,0.41560733106151687
control δ=1.29,1.29,6320,0.41560733106150705
control δ=1.29,1.29,6340,0.41560733106150766
control δ=1.29,1.29,6360,0.4156073310615167
control δ=1.29,1.29,6380,0.4156073310615107
control δ=1.29,1.29,6400,0.41560733106150016
control δ=1.29,1.29,6420,0.4156073310615145
control δ=1.29,1.29,6440,0.41560733106152536
control δ=1.29,1.29,6460,0.41560733106152353
control δ=1.29,1.29,6480,0.41560733106152414
control δ=1.29,1.29,6500,0.41560733106151676
control δ=1.29,1.29,6520,0.4156073310614916
control δ=1.29,1.29,6540,0.41560733106153386
control δ=1.29,1.29,6560,0.4156073310614967
control δ=1.29,1.29,6580,0.4156073310615223
control δ=1.29,1.29,6600,0.4001521912297591
control δ=1.29,1.29,6620,0.2727711180946087
control δ=1.29,1.29,6640,0.15002003795735658
control δ=1.29,1.29,6660,0.07172119616651668
control δ=1.29,1.29,6680,0.024995610372272582
control δ=1.29,1.29,6700,-0.0031830312210556254
control δ=1.29,1.29,6720,-0.020408191183131284
control δ=1.29,1.29,6740,-0.030792202079891418
control δ=1.29,1.29,6760,-0.036570922959165614
control δ=1.29,1.29,6780,-0.038986383341876304
control δ=1.29,1.29,6800,-0.03874682135515887
control δ=1.29,1.29,6820,-0.03627745738279557
control δ=1.29,1.29,6840,-0.031879642636532146
control δ=1.29,1.29,6860,-0.025856711446461338
control δ=1.29,1.29,6880,-0.01862759566008098
control δ=1.29,1.29,6900,-0.010816756460835651
control δ=1.29,1.29,6920,-0.0032755899958813676
control δ=1.29,1.29,6940,0.003022729855557223
control δ=1.29,1.29,6960,0.007225023977897876
control δ=1.29,1.29,6980,0.008876912438656893
control δ=1.29,1.29,7000,0.008067456327515928
control δ=1.29,1.29,7020,0.005344958584989347
control δ=1.29,1.29,7040,0.0014763925531100933
control δ=1.29,1.29,7060,-0.0027937892461192973
control δ=1.29,1.29,7080,-0.006884789302057255
control δ=1.29,1.29,7100,-0.010415269458035687
control δ=1.29,1.29,7120,-0.013177361545296216
control δ=1.29,1.29,7140,-0.015091422332643666
control δ=1.29,1.29,7160,-0.01616510484494154
control δ=1.29,1.29,7180,-0.01646431193921596
control δ=1.29,1.29,7200,-0.01609518928465881
control δ=1.29,1.29,7220,-0.01519327259002138
control δ=1.29,1.29,7240,-0.013915499471417158
control δ=1.29,1.29,7260,-0.01243154848470658
control δ=1.29,1.29,7280,-0.010912385814984835
control δ=1.29,1.29,7300,-0.009515823263547973
control δ=1.29,1.29,7320,-0.008370964899171485
control δ=1.29,1.29,7340,-0.007564929182876851
control δ=1.29,1.29,7360,-0.00713540305634767
control δ=1.29,1.29,7380,-0.007071159039558509
control δ=1.29,1.29,7400,-0.007320257818591596
control δ=1.29,1.29,7420,-0.007803446098850077
control δ=1.29,1.29,7440,-0.008429225050894155
control δ=1.29,1.29,7460,-0.009107420223385768
control δ=1.29,1.29,7480,-0.009759317929795314
control δ=1.29,1.29,7500,-0.010323802088998626
control δ=1.29,1.29,7520,-0.010759909772355893
control δ=1.29,1.29,7540,-0.011046674928272694
control δ=1.29,1.29,7560,-0.011181163231632638
control δ=1.29,1.29,7580,-0.011175420041361652
control δ=1.29,1.29,7600,-0.011052829561422594
control δ=1.29,1.29,7620,-0.010844214130696497
control δ=1.29,1.29,7640,-0.010583917785032218
control δ=1.29,1.29,7660,-0.01030610190793544
control δ=1.29,1.29,7680,-0.010041494136056806
control δ=1.29,1.29,7700,-0.009814832475082219
control δ=1.29,1.29,7720,-0.009643204671850323
control δ=1.29,1.29,7740,-0.009535390253015134
control δ=1.29,1.29,7760,-0.009492185054181031
control δ=1.29,1.29,7780,-0.009507557228883901
control δ=1.29,1.29,7800,-0.009570383467849799
control δ=1.29,1.29,7820,-0.00966646695589731
control δ=1.29,1.29,7840,-0.009780548685042027
control δ=1.29,1.29,7860,-0.009898078871467226
control δ=1.29,1.29,7880,-0.010006594236518698
control δ=1.29,1.29,7900,-0.01009662869769739
control δ=1.29,1.29,7920,-0.010162154580530321
control δ=1.29,1.29,7940,-0.01020060188028496
control δ=1.29,1.29,7960,-0.010212534079469291
control δ=1.29,1.29,7980,-0.01020107405568691
control δ=1.29,1.29,8000,-0.010171177138258268
control δ=2,2.0,20,3.860334645755326
control δ=2,2.0,40,2.5911220247012814
control δ=2,2.0,60,2.8224474640680364
control δ=2,2.0,80,1.341555769197676
control δ=2,2.0,100,0.6676081802624407
control δ=2,2.0,120,0.5485162089117339
control δ=2,2.0,140,0.557089258622069
control δ=2,2.0,160,0.5571775271755314
control δ=2,2.0,180,0.5571700264946565
control δ=2,2.0,200,0.5571694776925765
control δ=2,2.0,220,0.5571694062874699
control δ=2,2.0,240,0.557169424813277
control δ=2,2.0,260,0.5571694260930222
control δ=2,2.0,280,0.5571694255640405
control δ=2,2.0,300,0.5571694255566992
control δ=2,2.0,320,0.5571694255702866
control δ=2,2.0,340,0.43605446095541733
control δ=2,2.0,360,0.4725500407438927
control δ=2,2.0,380,0.4784318818607828
control δ=2,2.0,400,0.47739412829075567
control δ=2,2.0,420,0.47718197369828014
control δ=2,2.0,440,0.4771830112645092
control δ=2,2.0,460,0.4771651063144743
control δ=2,2.0,480,0.47714043670690076
control δ=2,2.0,500,0.4771159960094838
control δ=2,2.0,520,0.47709168235161425
control δ=2,2.0,540,0.47706728263325615
control δ=2,2.0,560,0.4770427899470096
control δ=2,2.0,580,0.4770182102619457
control δ=2,2.0,600,0.4769935435877797
control δ=2,2.0,620,0.47696878923594976
control δ=2,2.0,640,0.476943946681917
control δ=2,2.0,660,0.47691901542761395
control δ=2,2.0,680,0.4768939949663895
control δ=2,2.0,700,0.4768688847865932
control δ=2,2.0,720,0.47684368437272195
control δ=2,2.0,740,0.4768183932049377
control δ=2,2.0,760,0.47679301075967273
control δ=2,2.0,780,0.4767675365091074
control δ=2,2.0,800,0.47674196992113116
control δ=2,2.0,820,0.47671631045966906
control δ=2,2.0,840,0.47669055758427964
control δ=2,2.0,860,0.47666471075010863
control δ=2,2.0,880,0.4766387694081966
control δ=2,2.0,900,0.47661273300504947
control δ=2,2.0,920,0.47658660098285377
control δ=2,2.0,940,0.4765603727791599
control δ=2,2.0,960,0.47653404782723685
control δ=2,2.0,980,0.4765076255555616
control δ=2,2.0,1000,0.47648110538826904
control δ=2,2.0,1020,0.47645448674462143
control δ=2,2.0,1040,0.47642776903932005
control δ=2,2.0,1060,0.4764009516822615
control δ=2,2.0,1080,0.47637403407849954
control δ=2,2.0,1100,0.4763470156284833
control δ=2,2.0,1120,0.47631989572754285
control δ=2,2.0,1140,0.47629267376603596
control δ=2,2.0,1160,0.4762653491295072
control δ=2,2.0,1180,0.476237921198406
control δ=2,2.0,1200,0.4762103893480001
control δ=2,2.0,1220,0.4761827529485349
control δ=2,2.0,1240,0.47615501136503036
control δ=2,2.0,1260,0.476127163957073
control δ=2,2.0,1280,0.47609921007934186
control δ=2,2.0,1300,0.4760711490807079
control δ=2,2.0,1320,0.47604298030488423
control δ=2,2.0,1340,0.47601470309006
control δ=2,2.0,1360,0.4759863167689624
control δ=2,2.0,1380,0.4759578206685362
control δ=2,2.0,1400,0.47592921411026146
control δ=2,2.0,1420,0.47590049640990806
control δ=2,2.0,1440,0.4758716668773137
control δ=2,2.0,1460,0.47584272481665957
control δ=2,2.0,1480,0.47581366952611975
control δ=2,2.0,1500,0.4757845002980087
control δ=2,2.0,1520,0.4757552164186355
control δ=2,2.0,1540,0.4757258171682299
control δ=2,2.0,1560,0.4756963018206365
control δ=2,2.0,1580,0.47566666964392657
control δ=2,2.0,1600,0.47563691989954043
control δ=2,2.0,1620,0.4756070518427733
control δ=2,2.0,1640,0.47557706472232586
control δ=2,2.0,1660,0.4755469577806769
control δ=2,2.0,1680,0.47551673025352914
control δ=2,2.0,1700,0.4754863813700781
control δ=2,2.0,1720,0.4754559103528109
control δ=2,2.0,1740,0.47542531641745595
control δ=2,2.0,1760,0.47539459877293405
control δ=2,2.0,1780,0.47536375662114155
control δ=2,2.0,1800,0.4753327891570455
control δ=2,2.0,1820,0.4753016955687668
control δ=2,2.0,1840,0.4752704750368564
control δ=2,2.0,1860,0.4752391267350641
control δ=2,2.0,1880,0.47520764982963526
control δ=2,2.0,1900,0.4751760434794364
control δ=2,2.0,1920,0.47514430683590847
control δ=2,2.0,1940,0.4751124390430146
control δ=2,2.0,1960,0.4750804392368769
control δ=2,2.0,1980,0.475048306546369
control δ=2,2.0,2000,0.4750160400921419
control δ=2,2.0,2020,0.4749836389869228
control δ=2,2.0,2040,0.47495110233593407
control δ=2,2.0,2060,0.4749184292358959
control δ=2,2.0,2080,0.4748856187756141
control δ=2,2.0,2100,0.4748526700354744
control δ=2,2.0,2120,0.4748195820877296
control δ=2,2.0,2140,0.4747863539962856
control δ=2,2.0,2160,0.4747529848160975
control δ=2,2.0,2180,0.4747194735939134
control δ=2,2.0,2200,0.47468581936765386
control δ=2,2.0,2220,0.4746520211664006
control δ=2,2.0,2240,0.4746180780102802
control δ=2,2.0,2260,0.4745839889105264
control δ=2,2.0,2280,0.4745497528692164
control δ=2,2.0,2300,0.47451536887912416
control δ=2,2.0,2320,0.47448083592382023
control δ=2,2.0,2340,0.474446152977378
control δ=2,2.0,2360,0.4744113190043566
control δ=2,2.0,2380,0.4743763329596039
control δ=2,2.0,2400,0.47434119378839606
control δ=2,2.0,2420,0.47430590042573817
control δ=2,2.0,2440,0.4742704517970976
control δ=2,2.0,2460,0.47423484681762607
control δ=2,2.0,2480,0.474199084392224
control δ=2,2.0,2500,0.47416316341567577
control δ=2,2.0,2520,0.47412708277197735
control δ=2,2.0,2540,0.4740908413347013
control δ=2,2.0,2560,0.4740544379668342
control δ=2,2.0,2580,0.47401787152039776
control δ=2,2.0,2600,0.47398114083636145
control δ=2,2.0,2620,0.4739442447448796
control δ=2,2.0,2640,0.4739071820646543
control δ=2,2.0,2660,0.47386995160312395
control δ=2,2.0,2680,0.47383255215635245
control δ=2,2.0,2700,0.4737949825085095
control δ=2,2.0,2720,0.4737572414323686
control δ=2,2.0,2740,0.473719327688371
control δ=2,2.0,2760,0.47368124002541734
control δ=2,2.0,2780,0.4736429771798289
control δ=2,2.0,2800,0.47360453787578943
control δ=2,2.0,2820,0.4735659208249555
control δ=2,2.0,2840,0.473527124726298
control δ=2,2.0,2860,0.47348814826625485
control δ=2,2.0,2880,0.4734489901180855
control δ=2,2.0,2900,0.47340964894203624
control δ=2,2.0,2920,0.47337012338506523
control δ=2,2.0,2940,0.4733304120808289
control δ=2,2.0,2960,0.473290513649582
control δ=2,2.0,2980,0.4732504266972647
control δ=2,2.0,3000,0.47321014981659304
control δ=2,2.0,3020,0.4731696815858409
control δ=2,2.0,3040,0.47312902056905604
control δ=2,2.0,3060,0.47308816531613607
control δ=2,2.0,3080,0.4730471143620441
control δ=2,2.0,3100,0.4730058662272595
control δ=2,2.0,3120,0.4729644194172091
control δ=2,2.0,3140,0.47292277242213254
control δ=2,2.0,3160,0.47288092371704693
control δ=2,2.0,3180,0.4728388717613647
control δ=2,2.0,3200,0.47279661499897946
control δ=2,2.0,3220,0.4727541518578008
control δ=2,2.0,3240,0.47271148074953556
control δ=2,2.0,3260,0.47266860006978473
control δ=2,2.0,3280,0.47262550819766613
control δ=2,2.0,3300,0.47258220349532787
control δ=2,2.0,3320,0.47253868430854207
control δ=2,2.0,3340,0.47249494896542377
control δ=2,2.0,3360,0.4724509957771381
control δ=2,2.0,3380,0.47240682303707526
control δ=2,2.0,3400,0.47236242902106484
control δ=2,2.0,3420,0.4723178119868269
control δ=2,2.0,3440,0.47227297017400327
control δ=2,2.0,3460,0.4722279018036406
control δ=2,2.0,3480,0.4721826050782383
control δ=2,2.0,3500,0.4721370781813861
control δ=2,2.0,3520,0.47209131927743175
control δ=2,2.0,3540,0.47204532651150766
control δ=2,2.0,3560,0.4719990980090337
control δ=2,2.0,3580,0.4719526318755535
control δ=2,2.0,3600,0.47190592619657756
control δ=2,2.0,3620,0.47185897903705687
control δ=2,2.0,3640,0.4718117884415027
control δ=2,2.0,3660,0.4717643524333871
control δ=2,2.0,3680,0.47171666901517156
control δ=2,2.0,3700,0.47166873616781313
control δ=2,2.0,3720,0.4716205518504544
control δ=2,2.0,3740,0.47157211400041565
control δ=2,2.0,3760,0.4715234205327822
control δ=2,2.0,3780,0.4714744693399701
control δ=2,2.0,3800,0.4714252582915598
control δ=2,2.0,3820,0.47137578523422985
control δ=2,2.0,3840,0.4713260479908832
control δ=2,2.0,3860,0.471276044361103
control δ=2,2.0,3880,0.47122577212017835
control δ=2,2.0,3900,0.47117522901922604
control δ=2,2.0,3920,0.47112441278460915
control δ=2,2.0,3940,0.4710733211179393
control δ=2,2.0,3960,0.471021951695171
control δ=2,2.0,3980,0.47097030216710334
control δ=2,2.0,4000,0.4709183701584118
control δ=2,2.0,4020,0.4708661532676526
control δ=2,2.0,4040,0.47081364906647644
control δ=2,2.0,4060,0.47076085510001187
control δ=2,2.0,4080,0.47070776888591925
control δ=2,2.0,4100,0.47065438791405356
control δ=2,2.0,4120,0.4706007096467484
control δ=2,2.0,4140,0.4705467315176163
control δ=2,2.0,4160,0.47049245093178615
control δ=2,2.0,4180,0.47043786526534237
control δ=2,2.0,4200,0.47038297186473027
control δ=2,2.0,4220,0.47032776804679577
control δ=2,2.0,4240,0.4702722510982083
control δ=2,2.0,4260,0.4702164182749543
control δ=2,2.0,4280,0.4701602668020742
control δ=2,2.0,4300,0.47010379387342316
control δ=2,2.0,4320,0.4700469966510085
control δ=2,2.0,4340,0.4699898722646284
control δ=2,2.0,4360,0.4699324178116274
control δ=2,2.0,4380,0.4698746303564507
control δ=2,2.0,4400,0.46981650692986204
control δ=2,2.0,4420,0.4697580445294032
control δ=2,2.0,4440,0.4696992401177945
control δ=2,2.0,4460,0.46964009062343115
control δ=2,2.0,4480,0.4695805929396111
control δ=2,2.0,4500,0.46952074392408194
control δ=2,2.0,4520,0.46946054039862284
control δ=2,2.0,4540,0.46939997914867265
control δ=2,2.0,4560,0.4693390569228124
control δ=2,2.0,4580,0.46927777043222507
control δ=2,2.0,4600,0.4692161163505102
control δ=2,2.0,4620,0.4691540913128099
control δ=2,2.0,4640,0.46909169191600697
control δ=2,2.0,4660,0.46902891471747765
control δ=2,2.0,4680,0.46896575623491055
control δ=2,2.0,4700,0.4689022129464657
control δ=2,2.0,4720,0.46883828128899185
control δ=2,2.0,4740,0.46877395765877006
control δ=2,2.0,4760,0.4687092384105561
control δ=2,2.0,4780,0.46864411985690696
control δ=2,2.0,4800,0.46857859826790416
control δ=2,2.0,4820,0.4685126698708367
control δ=2,2.0,4840,0.4684463308494053
control δ=2,2.0,4860,0.46837957734305946
control δ=2,2.0,4880,0.4683124054472779
control δ=2,2.0,4900,0.46824481121224903
control δ=2,2.0,4920,0.46817679064270923
control δ=2,2.0,4940,0.4681083396976193
control δ=2,2.0,4960,0.4680394542894859
control δ=2,2.0,4980,0.4679701302835573
control δ=2,2.0,5000,0.46790036349794495
control δ=2,2.0,5020,0.46783014970284986
control δ=2,2.0,5040,0.4677594846198715
control δ=2,2.0,5060,0.4676883639217543
control δ=2,2.0,5080,0.4676167832319118
control δ=2,2.0,5100,0.4675447381238542
control δ=2,2.0,5120,0.46747222412065076
control δ=2,2.0,5140,0.4673992366946266
control δ=2,2.0,5160,0.46732577126688246
control δ=2,2.0,5180,0.4672518232066904
control δ=2,2.0,5200,0.4671773878308053
control δ=2,2.0,5220,0.467102460403875
control δ=2,2.0,5240,0.46702703613730523
control δ=2,2.0,5260,0.46695111018879365
control δ=2,2.0,5280,0.4668746776621603
control δ=2,2.0,5300,0.466797733607066
control δ=2,2.0,5320,0.466720273018276
control δ=2,2.0,5340,0.4666422908356277
control δ=2,2.0,5360,0.4665637819434069
control δ=2,2.0,5380,0.4664847411701849
control δ=2,2.0,5400,0.46640516328849724
control δ=2,2.0,5420,0.46632504301430977
control δ=2,2.0,5440,0.46624437500698046
control δ=2,2.0,5460,0.4661631538691207
control δ=2,2.0,5480,0.4660813741461264
control δ=2,2.0,5500,0.46599903032606094
control δ=2,2.0,5520,0.46591611683933704
control δ=2,2.0,5540,0.46583262805917447
control δ=2,2.0,5560,0.4657485583005129
control δ=2,2.0,5580,0.4656639018210829
control δ=2,2.0,5600,0.4655786528204575
control δ=2,2.0,5620,0.4654928054408226
control δ=2,2.0,5640,0.46540635376637274
control δ=2,2.0,5660,0.4653192918239386
control δ=2,2.0,5680,0.4652316135831263
control δ=2,2.0,5700,0.4651433129563447
control δ=2,2.0,5720,0.46505438379917224
control δ=2,2.0,5740,0.4649648199110388
control δ=2,2.0,5760,0.4648746150350147
control δ=2,2.0,5780,0.4647837628593343
control δ=2,2.0,5800,0.46469225701692185
control δ=2,2.0,5820,0.46460009108680744
control δ=2,2.0,5840,0.46450725859480924
control δ=2,2.0,5860,0.46441375301400134
control δ=2,2.0,5880,0.4643195677663587
control δ=2,2.0,5900,0.464224696223313
control δ=2,2.0,5920,0.46412913170740355
control δ=2,2.0,5940,0.46403286749322875
control δ=2,2.0,5960,0.46393589680928493
control δ=2,2.0,5980,0.463838212839245
control δ=2,2.0,6000,0.46373980872440723
control δ=2,2.0,6020,0.46364067756469174
control δ=2,2.0,6040,0.46354081242189127
control δ=2,2.0,6060,0.4634402063206946
control δ=2,2.0,6080,0.46333885225263677
control δ=2,2.0,6100,0.46323674317775754
control δ=2,2.0,6120,0.46313387202795164
control δ=2,2.0,6140,0.46303023171
control δ=2,2.0,6160,0.46292581510949227
control δ=2,2.0,6180,0.4628206150938481
control δ=2,2.0,6200,0.46271462451691875
control δ=2,2.0,6220,0.4626078362229402
control δ=2,2.0,6240,0.4625002430513898
control δ=2,2.0,6260,0.4623918378419063
control δ=2,2.0,6280,0.4622826134392317
control δ=2,2.0,6300,0.4621725627000228
control δ=2,2.0,6320,0.4620616784977416
control δ=2,2.0,6340,0.46194995372999176
control δ=2,2.0,6360,0.4618373813255677
control δ=2,2.0,6380,0.46172395425183255
control δ=2,2.0,6400,0.4616096655227208
control δ=2,2.0,6420,0.4614945082077925
control δ=2,2.0,6440,0.46137847544100463
control δ=2,2.0,6460,0.461261560430891
control δ=2,2.0,6480,0.4611437564715253
control δ=2,2.0,6500,0.4610250569527049
control δ=2,2.0,6520,0.4609054553733214
control δ=2,2.0,6540,0.46078494535334324
control δ=2,2.0,6560,0.4606635206477431
control δ=2,2.0,6580,0.4605411751615649
control δ=2,2.0,6600,0.46041790296497814
control δ=2,2.0,6620,0.46029369831053557
control δ=2,2.0,6640,0.46016855565063375
control δ=2,2.0,6660,0.46004246965644685
control δ=2,2.0,6680,0.45991543523822603
control δ=2,2.0,6700,0.459787447567121
control δ=2,2.0,6720,0.45965850209782566
control δ=2,2.0,6740,0.4595285945932656
control δ=2,2.0,6760,0.4593977211505151
control δ=2,2.0,6780,0.45926587822903187
control δ=2,2.0,6800,0.45913306267943194
control δ=2,2.0,6820,0.458999271776116
control δ=2,2.0,6840,0.45886450325020356
control δ=2,2.0,6860,0.45872875532579727
control δ=2,2.0,6880,0.45859202675731053
control δ=2,2.0,6900,0.4584543168713806
control δ=2,2.0,6920,0.4583156256088502
control δ=2,2.0,6940,0.4581759535717619
control δ=2,2.0,6960,0.4580353020722329
control δ=2,2.0,6980,0.45789367318441115
control δ=2,2.0,7000,0.4577510698007015
control δ=2,2.0,7020,0.4576074956904009
control δ=2,2.0,7040,0.45746295556342687
control δ=2,2.0,7060,0.4573174551372559
control δ=2,2.0,7080,0.4571710012085818
control δ=2,2.0,7100,0.4570236017295116
control δ=2,2.0,7120,0.4568752658884752
control δ=2,2.0,7140,0.45672600419746323
control δ=2,2.0,7160,0.45657582858330437
control δ=2,2.0,7180,0.45642475248557435
control δ=2,2.0,7200,0.4562727909614429
control δ=2,2.0,7220,0.4561199607965702
control δ=2,2.0,7240,0.45596628062314204
control δ=2,2.0,7260,0.45581177104561
control δ=2,2.0,7280,0.4556564547751767
control δ=2,2.0,7300,0.455500356771872
control δ=2,2.0,7320,0.4553435043966065
control δ=2,2.0,7340,0.4551859275726338
control δ=2,2.0,7360,0.4550276589573061
control δ=2,2.0,7380,0.4548687341246844
control δ=2,2.0,7400,0.4547091917608184
control δ=2,2.0,7420,0.4545490738696159
control δ=2,2.0,7440,0.45438842599378804
control δ=2,2.0,7460,0.45422729744797496
control δ=2,2.0,7480,0.4540657415679715
control δ=2,2.0,7500,0.4539038159745784
control δ=2,2.0,7520,0.45374158285477517
control δ=2,2.0,7540,0.45357910925924166
control δ=2,2.0,7560,0.4534164674196388
control δ=2,2.0,7580,0.45325373508420264
control δ=2,2.0,7600,0.4530909958743561
control δ=2,2.0,7620,0.4529283396622915
control δ=2,2.0,7640,0.4527658629719309
control δ=2,2.0,7660,0.4526036694029017
control δ=2,2.0,7680,0.45244187007956327
control δ=2,2.0,7700,0.452280584125875
control δ=2,2.0,7720,0.4521199391675397
control δ=2,2.0,7740,0.4519600718611917
control δ=2,2.0,7760,0.4518011284544
control δ=2,2.0,7780,0.45164326537376187
control δ=2,2.0,7800,0.45148664984520737
