dr_train,epochs,stable_pct,decay_pct,t_train_s,loss_final,worst_mean
5,15,79.16666666666667,75.0,1.8477876250108238,0.013679671054408968,-0.02548880125121698
30,15,80.0,73.33333333333334,5.644572165998397,0.0036742090455716536,-0.05405704369287504
120,15,76.66666666666666,69.16666666666666,19.543560583988437,0.0004245023004913947,-0.04412401416606264
500,15,66.66666666666666,60.833333333333336,78.43995741699473,0.00031750231389833175,-0.02672396733877702
5,100,88.33333333333334,78.33333333333334,12.317305584001588,0.004255979117795402,-0.05514473184042761
30,100,85.83333333333334,75.83333333333334,36.13046383301844,0.0010549920966197643,-0.0394590221384883
120,100,55.83333333333333,51.666666666666664,131.53491425001994,-0.00031245552258129616,-0.008631635318616007
500,100,63.33333333333333,55.83333333333333,526.0204057919909,4.6195314812084076e-05,-0.01589494864838381
