absc_ol,normA,normB,condA,dispA,N,ds_idx,cl_absc_dr,feas_dr,stabilized
0.30161274226673473,1.0349020639393394,0.057192054628985266,49.433343237534345,0.8567299325508936,4,18,-0.09200677761948714,3.903127820947816e-18,True
0.3234597793448785,1.1502459880463138,0.12677306738456212,5.4273774550073295,0.7946602873886286,4,443,-0.2014729859472126,1.0649016420904117e-08,True
0.2322068452344926,1.2856889730037782,0.12320099116973914,30.010848719161878,1.024430389767741,4,240,-0.13844691523542763,2.0310258417002774e-12,True
0.33489904966005973,1.3123416133496537,0.05204672147832104,25.13370471262319,1.2273174797712518,4,89,-0.015163015693690912,-0.00022641049656382648,True
0.1596896819920851,1.136105600218213,0.12428417087980345,16.31219527150153,0.7654561164357686,4,171,-0.03069060181711287,-4.0432318764664285e-06,True
0.3009036515430185,1.0790483078083555,0.0343770608308112,88.31964247706128,0.8334334485862784,4,7,-0.010695011673142393,-1.3581541391972393e-05,True
-0.03338668837091152,1.5248937588456024,0.13054282564926162,64.36251952544582,1.4020545607473553,4,170,-0.0370236878775162,1.7584107268025e-16,True
0.028045458297393182,1.503361142554149,0.13437309039318363,299.8989485239545,1.214529095995372,4,452,0.011065816795330584,-1.3946447867954139e-05,False
0.05930091718800151,1.3642061773056686,0.17585453954360394,56.3564638350263,1.1067650657515535,4,466,-0.06343666158498718,-3.3612239267875225e-17,True
1.04678548216769,1.439656295976591,0.17715166919251454,7.986900612627093,1.3473003399505452,4,450,-0.013105362777934733,4.73066954077381e-10,True
0.9128927390735528,1.3638854331834878,0.13447617866417608,65.17198111984911,1.1201414819102087,4,398,-0.0050901303928959874,-1.3082220604962925e-06,True
0.07809730845798447,1.2334681895970367,0.058673139084651,22.027978998635874,1.0347317268617189,4,403,-0.04299330619869679,-1.00647310912163e-06,True
1.0377013541232594,1.2683842038998434,0.09369952858602049,19.37724572648286,0.880583109606437,4,423,-0.0032015141049201576,-7.173645998719069e-05,True
0.10346805245554161,1.4271552552447915,0.10834855333129256,28.272734451434605,0.9853290559620623,4,364,-0.05293005194220691,-6.425056013260572e-07,True
0.09026865021864303,1.1350125325478049,0.051463579022277946,315.4721766201321,1.1194777653938461,4,432,-0.0038628153765669637,-9.482912877939729e-07,True
0.03601509722643431,1.7238821137233753,0.04716275943154342,34.86831092345191,1.238257531854414,4,266,-0.01698632151866407,-1.5947492886103705e-05,True
0.05692055777910636,1.1380761862275737,0.0808283998029779,326.79002277030304,0.904489621909431,4,162,-0.012053156690812694,-0.00010489897511337783,True
0.6319752068319098,1.3641423864186941,0.04901127960502848,31.22144233735691,1.1906658941835744,4,39,-0.0451580868652218,-4.6217115367965846e-08,True
-0.014181009009081924,1.3319383882273403,0.04326581854087455,98.62739694274612,0.8676176084602577,4,329,-0.01209038488941544,-4.1774068152903856e-05,True
0.012766839964536942,1.2987496079037906,0.14604911552809338,115.70832717938454,0.8593561626557887,4,249,-0.04219409476118232,-3.054969224479526e-17,True
0.1311240525980304,1.5661140722843008,0.03285771157008447,26.399172636373535,1.0953533018784913,4,197,-0.004251352601833148,-5.427954680376217e-05,True
-0.002098204163479644,1.5390480092595928,0.09914964899195408,136.7970431001271,1.212484590485242,4,191,-0.06275031311746526,-2.1015777594678406e-13,True
0.4790409732902316,1.7258191154321176,0.07087550905779627,921.3139508176508,1.4748413783815661,4,323,0.1433674627372534,-4.681073678559984e-05,False
0.7337157601020257,1.2905482032650089,0.11573577884754731,5.912102679858074,1.2854091109820553,4,302,-0.06319688740177434,-1.6534083130403943e-18,True
