order,m,N,worst,stabilized,absc_ol,normA,normB,condA,dispA
3,1,2,0.011877502237023925,False,0.04119389260574202,1.161265718497285,0.13765997079838013,354.082260060222,0.5537780376231997
3,1,2,0.00406647751929995,False,0.0023029729357037306,1.281915497499401,0.07456399138806234,452.89540695354947,0.5062821015673552
3,1,2,0.02402345000558744,False,0.15732300530463472,1.2849104379558467,0.12207074073061984,116.11682746167538,0.9511867551710025
3,1,2,0.002446764867458676,False,0.040691948318538576,1.5076413089844365,0.11261390413282742,39.16097026925372,0.4073747978322973
3,1,2,0.061996012243365685,False,0.5007584989799286,1.1175097629879287,0.06415137041821127,185.80213334800237,0.9986736692374203
3,1,2,0.017973818029858528,False,0.2073181149818012,1.7862710728937428,0.12151870314468328,22.311559156319312,1.0837442677674
3,1,2,0.07742713005190743,False,0.013085423687605367,1.1886967603502445,0.13390835980532528,290.846671837916,0.688091272000947
3,1,2,0.02313729188389064,False,0.7702692255566426,1.4777485554765641,0.1021806260201314,308.723939257135,1.064557655144794
3,1,2,0.0033815164803252494,False,0.16814240665561617,1.2378238944791866,0.10272696035871144,19.264082256353188,0.42519776497615047
3,1,2,0.008077325127957714,False,0.01659002478055173,1.5858919200915025,0.06441714795829909,103.33271327246537,0.6727436726564547
3,1,2,0.005183232443037756,False,0.07940604484840405,1.4037748181570828,0.0480470702975344,63.64757632839381,0.7933950163907088
3,1,2,0.0006698704615298767,False,0.6674220512103097,1.594808486111436,0.08528841508842443,319.57360280664125,1.0660789907383341
3,1,2,0.029043338904900694,False,0.4391468587459616,1.1476033379400155,0.14877452095008417,21.592159712848716,0.9273662039873375
3,1,2,0.0694728779103176,False,0.5267752470827115,1.3798666366710883,0.05602852839034862,43.09777676206041,0.9981100757313532
3,1,2,0.03713672715379073,False,1.0463308681785006,1.2503541978580563,0.030649845998539732,127.79868835403325,0.7381583598104894
3,1,2,0.0028954645971444614,False,0.1736683723988512,2.0417380809885644,0.28084744351174384,216.3370760947417,1.065814065796331
3,1,3,0.0010305704061608911,False,0.17913805257340598,1.2916058547347213,0.12784497871409717,27.277096887075974,1.2972025647195853
3,1,3,0.005545506591855806,False,0.34049885065801544,1.133317677109373,0.016393289749960786,690.2213375933975,0.875681590103617
3,1,3,0.005162073620933311,False,0.23588170107742573,1.1913329331623808,0.06855030554021418,8.52846940387949,0.7074632558977532
3,1,3,0.016938601807397813,False,0.061106283518447074,1.0684479863676901,0.07360225813653724,59.166870390157094,0.6463977670109937
3,1,3,0.0009771396890781991,False,-0.02477785822340917,1.1376633674289556,0.11044373081798181,36.23527863956658,0.6093953349937014
3,1,3,0.0017725329144186953,False,0.5852137075449703,1.2905369021786073,0.06796556121064906,62.61168260861743,1.1727440357767152
3,1,3,1.6857143417989735e-05,False,8.726332718191339e-05,1.2936203793098013,0.04987692910397356,7705.512014051759,1.1510917968029506
3,1,3,0.03685793407186246,False,1.0799852762343427,1.304694012075677,0.18472471518937694,10.17503217954842,0.8568934347972295
3,1,3,0.008000804352285933,False,0.45303868448369955,1.0774044554635942,0.03907603440347745,20.471442397364545,0.766617438267102
3,1,3,0.001757948506335679,False,0.04010540066789062,1.4196517356103098,0.04954091008201159,71.24440173607447,0.9239368393127181
3,1,3,0.0024222610461142693,False,0.7580131293462563,1.3264588923098306,0.21342905199477033,31.47118710431136,1.189607805352429
3,1,3,0.014420265203394296,False,0.7106943182037319,1.1081433237775715,0.041536208588511106,28.5991925186523,0.9013925369336823
3,1,3,0.0013985271787085433,False,0.1278491572703392,1.1187363718600152,0.02348036335967874,5649.537888462681,1.052904925740809
3,1,3,0.043111968220577786,False,0.3445550572424763,1.2678237384677589,0.06680478180039329,27.38150122387785,0.710543260092474
3,1,3,0.004749382315978991,False,0.4130279009430398,1.1802601026745718,0.07367438668619934,771.2035515226976,0.8900514108507133
3,1,3,0.0199213580258373,False,0.10327567146578004,1.0214179889604618,0.042331508599085896,52.832839028299865,0.7122354149780648
3,1,3,0.023059862577986593,False,1.2396669785150323,1.3827472612626568,0.08022529341912706,76.72746243104385,1.6252846519688784
3,1,3,0.002572725577714653,False,0.9526012184968077,1.298350773650972,0.0925167619483182,14.145673222261008,1.2848571599985286
3,1,4,0.005345842925496663,False,0.05417545023165506,1.0926928989139904,0.06779944010786768,119.97266742172467,0.6242233689033972
3,1,4,0.08980250217882367,False,0.08826254554966084,1.5338937821502818,0.19128714749611422,32.41110284198825,0.984100143061743
3,1,4,0.001296847144633323,False,0.038013382328607515,1.2394653849614172,0.03736001688180225,20.614465076655684,1.0108844299041218
3,1,4,0.015599588536202863,False,0.2072309923016741,1.1755999104694304,0.08044978779957675,29.031561023633202,1.1548194352891121
3,1,4,0.011131620327809337,False,0.015708186074756658,1.3720003739761313,0.12039675456314797,56.63140941467083,0.9390538157956556
3,1,4,0.002862632056230445,False,0.6987489770018248,1.9954415912128196,0.10625600498872964,430.3702491095124,1.3448018048799204
3,1,4,0.010121760821824657,False,1.0377013541232594,1.2683842038998432,0.09369952858602049,19.37724572648287,0.8805831096064368
3,1,4,0.05791266138963803,False,0.04395112764798674,1.1838706803901295,0.1198595655087234,24.164184707377892,0.8462741613509961
3,1,4,0.0023773634115147324,False,0.3603107235226632,1.0146129722474788,0.049876719218237914,51.01904435316806,0.8570413327538347
3,1,4,0.01621980430849808,False,0.20027430162740834,1.0365356110336372,0.023312035124528067,26.491131116714826,0.7696928237829237
3,1,4,0.007317069111146916,False,0.004376876773290919,1.3986892417039574,0.04099288557855807,896.9657714186659,0.6966052124170847
3,1,4,0.013828626522386209,False,0.0721311587147222,1.20112677652362,0.044411337051057265,53.22574060361373,0.8270279016454184
3,1,4,0.015713618254311168,False,0.3122948788494426,1.6526061217982497,0.08541646000493174,47.30527739070986,1.048020832303535
3,1,4,0.028535880487716183,False,0.00520924829831502,1.3382742864714086,0.12204580101593938,22.854223533662704,1.0026870342472631
3,1,4,0.027103095107149096,False,0.16345919222615204,1.5180244155026208,0.07971068944576688,139.47414684800083,1.30582012706568
3,1,4,0.013389603811057579,False,0.3016127422667345,1.0349020639393394,0.057192054628985266,49.433343237534345,0.8567299325508937
3,1,4,0.002152621775080313,False,1.4311708945301966,1.5672874753169093,0.06346801504956194,63.71682361406676,1.224829344032096
3,1,4,0.025080551915767954,False,0.041613726134101525,1.0999204357921057,0.08537729887391915,43.56345222676913,0.9711856938329563
3,1,4,0.017671338787889457,False,0.9155202665471136,1.233249833947916,0.029290285449873898,626.5804864142891,1.0853852471342318
3,1,4,0.01607244777030526,False,0.2577286085773919,1.7105530374556246,0.17507326304975682,124.97982872231049,1.3621461427913428
3,1,4,0.00695229796962582,False,0.0003178327576137674,1.5416715794773133,0.1524442856646871,5796.644105033274,0.9184000405426825
3,1,4,0.002819060688640459,False,0.5382368913405626,1.127652430002326,0.043802803322007325,13.884010600998767,1.0183297924626
3,1,5,0.009091735030844511,False,0.8905810842440213,1.2010931801165574,0.041099649311927756,16.077105826408378,1.027870275099531
3,1,5,0.06271014119640368,False,0.5323968145188278,1.250110733303824,0.04167833401470959,415.58300240073424,1.3042955763396542
3,1,5,0.008761684061394747,False,0.5814271861377309,1.0939835907003121,0.037272953561560226,18.9552590988501,0.9687256054797173
3,1,5,0.0035855332593448808,False,0.10775637722731257,1.1975041061711298,0.0700896854480118,17.784765177281418,0.8567784635977498
3,1,5,0.010409711071586742,False,0.4786743533990319,1.200424231997411,0.04421088683793872,19.590734889953975,1.2052019748765037
3,1,5,0.006306945217375251,False,0.15895122916456986,1.0377698802776794,0.10176537845462091,142.69045341196903,0.9899804324818452
3,1,5,0.012036470467482486,False,0.7042565879705873,1.2794957120979389,0.0712606914679047,8.877308242756497,1.0968600476795418
3,1,5,0.005383759688975585,False,0.8400099749496007,1.2504664757716308,0.01958823676454641,217.50515251433904,1.1745056204541322
3,1,5,0.014227698038540888,False,0.3859107628544893,1.2243538019421016,0.07962691436992761,28.52133417577554,1.0171927368362026
3,1,5,0.006154316390540396,False,0.21235259669286782,1.090705331701629,0.04389855327801066,266.4907369268277,1.1247630315460313
3,1,5,0.0662795198385438,False,0.6371517005760153,1.2353713329417784,0.18861915842338792,25.35034446401131,0.9657508690093309
3,1,5,8.798579466880292e-05,False,0.46335711914778677,1.4066659135993795,0.03747110601818213,19685.913547841275,1.198870222241679
3,1,5,0.02465515214038035,False,0.5324857785945047,1.4404673651845326,0.09278144363693568,64.09186979561197,1.2494665836389631
3,1,5,0.014506319850688551,False,0.3162404749786852,1.3038072920253423,0.08302467142699324,18.06703477502302,1.0577884596716272
3,1,5,0.016302392883238315,False,1.0585596625943698,1.09160948182843,0.06084011422912648,383.56550758797533,0.8754342730547339
3,1,5,0.002865433793578148,False,0.12888931658152245,1.0838229992357413,0.10755422015916484,21.35500146323412,0.6710973392723812
3,1,5,0.0006167150451478508,False,0.2507871185902573,1.1007293306307464,0.06407468950598047,8.64695652509733,0.7595094609225131
3,1,5,0.004750281028989306,False,0.6108189150423969,1.0894423509826716,0.03835738007202086,54.24280887395909,0.9414538297424336
3,1,5,0.02212921002540847,False,0.6781971724049083,1.0446748180906322,0.042440361316909425,102.45305625747142,1.1500516297675316
3,1,5,0.01126618774286155,False,0.5729498846183968,1.115472801032474,0.11201089903098867,37.53191709490414,1.171171809191344
3,2,2,0.004266792870777449,False,1.0132641530129594,1.4155913524051147,0.16056525098204805,40.56638160813322,0.9507410061298809
3,2,2,0.0032645407945105435,False,0.22073004231580495,1.35805302329406,0.21115337475400128,6.187038763885866,1.1269487304840426
3,2,2,0.06582281655798733,False,1.203453569017447,1.5183122109518399,0.03434738797303519,40.78636514949639,1.3242580794674106
3,2,2,0.040596752744800915,False,0.7716846851303973,1.463639506587066,0.050765846052664244,117.31753160129817,0.48336931373604675
3,2,2,0.10916188865343102,False,0.17183717584569752,1.0156113720650939,0.040913984101006606,39.00221782700314,0.8367979137765209
3,2,2,0.012914672840820665,False,0.07454026580941236,1.2307811909435813,0.0233042520702635,49.25135408499212,0.517275737229838
3,2,2,0.17096696383098528,False,0.9250180721005863,1.3756695366080007,0.06911360010234634,203.188846125683,0.5774734932093436
3,2,2,0.0019730630293788853,False,0.9724205397940805,1.509921573177332,0.09445462410805701,15.09986402290444,0.3292560666690432
3,2,2,0.0635179216358848,False,0.36814378614806714,1.131335806656825,0.03271731827161921,93.84334263769355,0.8639049795183408
3,2,2,0.07397723948711919,False,0.603515277877088,1.3148782682950888,0.05986970101883094,25.555956117368776,0.5324059884204383
3,2,2,0.06085603076422315,False,0.2424168123573771,1.097413713539587,0.1605720919732387,192.50979190625063,0.5820277557851645
3,2,2,0.024239491202887046,False,0.2355424463011845,1.0621468474913,0.042710967602913104,109.69864460715276,0.7544114203859422
3,2,2,0.004093250084121229,False,0.968251274047083,1.2561683038827336,0.020930352401693244,34.79184403576616,0.7155523539717983
3,2,2,0.05378842576392521,False,0.12972942290227096,1.3597156947210858,0.036764354329953765,133.1699783614787,0.6905870692680846
3,2,3,0.035104195830286185,False,0.1312420234664185,1.3815411332767258,0.07955009088693472,9.002651365507797,1.4136633156731273
3,2,3,0.34768650224771674,False,0.1683154916366465,1.4283246183715446,0.058911824557497265,30.39468918919877,1.2977174098936506
3,2,3,0.012867629856290757,False,0.2758555650777609,1.2916493497038004,0.0270671501742735,408.2173568749111,0.7561503440569655
3,2,3,0.007848027905148144,False,0.24524158719851072,1.0181913640148164,0.019327497418683542,56.8232628233532,0.8818038712204573
3,2,3,0.029275436289496783,False,0.39429798883435724,1.024405842158546,0.03215663689882882,224.681739905016,0.862566982242877
3,2,3,0.04676520065102243,False,0.6865555151918012,1.3682789436569878,0.05014848962101796,32.72292952533475,1.2733151427228715
3,2,3,0.08560332602527654,False,0.49069404379020193,1.029667332276556,0.02393505363650879,42.49645013478033,1.03181728934079
3,2,3,0.003779208981812608,False,0.2438475500988418,1.3901416107649402,0.041011078964165254,333.92881290519654,1.072791655101729
3,2,3,0.03264743416035554,False,0.5131303328694536,1.3566039898516706,0.09355728717260445,63.51671308024982,1.141923228261218
3,2,3,0.028894751965020244,False,0.8019930308882245,1.40200195790684,0.043861747908910946,61.340287588672965,1.0830865085888044
3,2,4,0.020701857833681156,False,0.529763239672635,1.079095121931282,0.053831612076615375,158.13106656983632,1.01303702492647
3,2,4,0.028116556384385444,False,0.7000342909746453,1.778017539356986,0.05678579806638803,409.90190494627075,1.1841116345514384
3,2,4,0.3006164149824283,False,0.11250052977696083,1.2429391316370166,0.03390578577896457,33.45809244040612,0.7721759607788498
3,2,4,0.012963879438516845,False,0.5949611692490826,1.507730709998535,0.09497018225857543,346.6059411494643,1.2176010964917798
3,2,4,0.007419511731493224,False,0.6726010834170594,1.2542517983668913,0.02407902073832016,26.311537934169646,1.216003496638163
3,2,4,0.06176553370148837,False,0.5237571033236578,1.3921697574446728,0.0714829288469345,81.00138683860095,1.1124573888074774
3,2,4,0.0025447593814656353,False,0.09138487808029093,1.1616216628982663,0.06390668819785547,252.09713982483174,0.5880787159788637
3,2,4,0.0034267390502650237,False,0.521471347676439,1.1878466910168373,0.03897335750511674,35.652937487301195,0.8666659397670372
3,2,4,0.04787469149294227,False,1.2169342570475277,1.4575212289828516,0.0833694511729679,58.16869222564965,1.641624369487064
3,2,4,0.07081104471293104,False,0.09599963243430074,1.4609931629197033,0.0523141295461838,225.23995495302734,1.140915039642861
3,2,5,0.12662489302422203,False,0.9483340953190742,1.5837649422918683,0.14631788310966437,62.277729523140216,1.3067567764187678
3,2,5,0.027997030460826165,False,0.07544344157941979,1.5210528484676793,0.04994378128647515,267.0825227753366,1.0037430506716005
3,2,5,0.010276134061673298,False,0.13862879411558818,1.3570389260441216,0.1535397537028068,30.09354020180023,1.1330498372733535
3,2,5,0.013075321897461571,False,0.04970519359487371,1.0686933094973852,0.08307104746442247,98.51263823923674,0.6770689743040866
3,2,5,0.004620849771919448,False,0.021214339885769637,1.4435762126759577,0.05632295635140864,360.85317703718886,1.2674641550521235
3,2,5,0.07909803374744272,False,0.3177732054743202,1.0784504959458379,0.017934026984132597,114.29448209860503,0.9188524328390132
3,2,5,0.007086488547307025,False,0.5033899496701613,1.5244667363830877,0.07796173563858834,11.823419977249985,1.4478472699684253
3,2,5,0.009614570850853824,False,0.17206454523229336,1.1894678180710363,0.09810609045081285,78.39159142103429,0.9807775401912989
3,2,5,0.026695977174423992,False,0.4134289714219137,1.5107851720228465,0.12351873285513859,336.04533019887293,1.4173696039584716
3,2,5,0.01887190347808256,False,0.11842089656410387,1.776516838336532,0.10428362110925209,132.4921609864465,1.2688802315005228
3,2,5,0.01625267635473255,False,0.4213946392939806,1.4697360874374412,0.0841696975708859,48.744353719525186,1.3930143572876792
3,2,5,0.01883364418753277,False,0.10708230599057639,1.1999406299134658,0.057875612672275895,46.46163550263736,0.9696485315358778
3,2,5,0.005090211812111234,False,0.2838866034508169,1.6839060085212543,0.11105406569936319,641.4560434447076,1.6631334939090798
3,2,5,0.01905127828404975,False,0.5961813839962218,1.466889698151867,0.056730366441133044,154.701973553038,1.0651225486001747
3,2,5,0.01656309062345639,False,1.0267754077803644,1.35468230484494,0.12084918372270177,98.63333067744995,1.2096966726934715
3,2,5,0.015075225189661201,False,0.2805641248335193,1.2596402246692286,0.11177642678031344,120.58737945182565,1.25282277549547
3,2,5,0.0011104325242423663,False,0.44397144353508494,1.3081046329050419,0.0662664046659099,12.740766315696186,0.9502921043430981
4,1,2,0.001012539402583849,False,0.23158758658134945,1.1153580839840735,0.03155682898996232,67.88255547137494,0.794833690621584
4,1,2,0.10108413495837655,False,0.13224208847682584,1.4881431898164128,0.06811024319046213,37.194856707258204,0.7731203290762365
4,1,2,0.014070770757201832,False,0.08630830330845865,1.2885254498105874,0.12672941026457324,93.61832459129045,0.8310235004052469
4,1,2,0.002547584474290196,False,0.391478939810703,1.1814426155806628,0.033945193430082,172.60261668891098,0.7560467193067119
4,1,2,0.0034743366927419343,False,0.3520635201913821,1.236666383913985,0.024119169246827332,232.633671318612,0.9587021749591876
4,1,2,0.0013089707689255658,False,0.04593653731652237,1.6213193121063918,0.04668730603308666,2226.2551932853166,0.921566445827851
4,1,2,0.05653778297748083,False,0.04033540283126275,1.3327952879494185,0.06728242975377206,122.7559771201335,0.5448318628784959
4,1,2,0.0715445894319916,False,0.11479157387879295,1.168928257835576,0.09304268532362893,34.03199812962531,0.5902659879125919
4,1,2,0.025580417845401996,False,0.46145141989709537,1.513140739591547,0.08192277466092056,142.89561210580678,0.7803440975518061
4,1,2,0.06155215778949958,False,0.07581111571965009,1.3662479295949477,0.10097370573289811,72.9074236763989,0.7562191492488155
4,1,2,0.015343520186652103,False,0.03869452036264076,1.2436770951839535,0.13784233536076043,41.605323217795245,0.6290789719109815
4,1,2,0.08871909433293693,False,0.028919131633949845,1.6877845579496324,0.1425472303103511,143.97294031254108,0.6750961264120761
4,1,2,0.04575341803392642,False,0.19775582341364562,1.2742224710068781,0.06537063804020597,29.311538359242046,0.7060832493563766
4,1,2,0.0007285477921904163,False,1.1526672760563497,1.6395976868355198,0.052169866708463665,603.326908473435,1.10452602688975
4,1,2,0.07513468914637282,False,0.01935859486733478,1.3899315444279123,0.13388032079905018,83.06326317701935,0.7496145552527474
4,1,2,0.04019897024461658,False,0.4135553796459606,1.1109283173139939,0.0767693442148438,15.836810205892212,0.7998765084056467
4,1,2,0.02041938292359652,False,0.8423891738700895,1.4496959158104177,0.07092369287417598,78.70642766203532,0.8969699686584223
4,1,2,0.01275017422255933,False,0.011052715809100194,1.2441494940715025,0.02910690400346692,274.6144501015588,0.6844804930234811
4,1,2,0.007276024783478379,False,0.6271185221434924,1.2116900585721087,0.04585686908931096,289.0329208166052,0.5546807684519816
4,1,2,0.0026626611830246273,False,0.5783261501334473,1.520234738364081,0.15338237588608153,158.8341033157291,0.521396646676005
4,1,2,0.00037713338390993795,False,0.246129289785321,1.1677712032527716,0.019888107943593924,168.87313082565643,0.9689138754779478
4,1,2,0.056686732165598344,False,0.21527296635376636,1.3634143461253645,0.0804691784317643,121.79723332489758,0.8000287910265245
4,1,2,0.03191131225141362,False,0.07844564014767152,1.1842068269248363,0.10637355237099802,20.32033328564487,0.5590221988569093
4,1,2,0.0030719179413167515,False,-0.04138302665874109,1.7497489644026496,0.23909860898132723,59.215375862717735,1.1145630877022763
4,1,2,0.004294713893931075,False,0.555402027376469,1.8320866535814835,0.17504483698723722,223.79388520971764,1.1222478405817604
4,1,3,0.04675001287507963,False,0.61779784679699,1.435724501038327,0.21493851745338377,21.70091849340194,0.9181872349330353
4,1,3,0.02141904698027622,False,0.00573539678522927,1.4265864276065063,0.067542329202357,452.51976720083024,0.9769047188954623
4,1,3,0.008686475018725118,False,0.5254708442532635,1.6928702941258968,0.05027028004853591,36.290494595371754,1.238534779412621
4,1,3,0.01195011465611696,False,0.8553624436169944,1.4586980166129113,0.11042479362086277,73.42501390913063,1.1853310993595703
4,1,3,0.0330149288061775,False,0.09150748950631395,1.3096401667611046,0.09232367895404626,36.67002074096246,0.7511800837881569
4,1,3,0.04542570231554897,False,0.9769202274877006,1.6034837449802979,0.13837042273202496,40.600085875079614,1.3208091529794141
4,1,3,0.003755169691198177,False,1.077586801596,1.9004313813466795,0.11105056128438091,323.8165262391577,1.7696020999133992
4,1,3,0.004773941893971234,False,0.49980708369347604,1.6731442723829255,0.11902734107944984,281.79164557817336,1.4869259660209082
4,1,3,0.0004869899068529041,False,0.02040851172641297,1.4241314527026172,0.03458475780786484,324.47865497894804,0.9099847031819667
4,1,3,0.0034716761291176197,False,0.006636648936794093,1.8598186141691624,0.09210880887827594,1736.1826299996126,1.116807662622196
4,1,3,0.010890537660141942,False,0.8569365409567498,1.9766611677509682,0.062427119853558144,67.66381264785367,1.4654290229762912
4,1,3,0.0022159394333700344,False,0.47864419719926826,1.1531437899723809,0.058070191898149257,213.34441895732473,1.0240126713633306
