order,m,N,condA,normB,stab_500,stab_1000,stab_2000,stab_4000,stab_10000
3,1,4,19.37724572648287,0.09369952858602049,False,False,False,False,True
3,1,4,26.014803818385207,0.09548184084010441,True,True,True,True,True
3,1,4,24.164184707377892,0.1198595655087234,False,False,False,False,True
3,1,4,51.01904435316806,0.049876719218237914,False,False,False,False,False
3,1,4,29.791584364870964,0.1398580995412988,False,True,True,True,True
3,1,4,26.491131116714826,0.023312035124528067,False,False,False,False,False
3,1,4,27.263410108592993,0.07608955332522889,True,True,True,True,True
3,1,4,7.2244936335032595,0.11370625832304182,True,True,True,True,True
3,1,4,896.9657714186659,0.04099288557855807,False,False,False,False,False
3,1,4,43.99537322274815,0.09497280551194077,True,True,True,True,True
3,1,4,19.33865463781822,0.09471414310804378,True,True,True,True,True
3,1,4,62.52463304932096,0.11833947702224967,True,True,True,True,True
3,1,4,13.665659023935229,0.028553231599588048,True,True,True,True,True
3,1,4,281.63724655539505,0.054060577108139475,True,True,False,True,True
3,1,4,53.22574060361373,0.044411337051057265,False,False,False,False,False
3,1,4,47.30527739070986,0.08541646000493174,False,False,False,False,False
3,1,4,29.110676903150065,0.037308465699564086,True,True,True,True,True
3,1,4,22.854223533662704,0.12204580101593938,False,False,False,True,True
3,1,4,358.0175933910268,0.0998245889464863,True,True,True,True,True
3,1,4,98.57913608740112,0.20227854921196972,True,True,True,True,True
3,1,4,139.47414684800083,0.07971068944576688,False,False,False,False,True
3,1,4,49.433343237534345,0.057192054628985266,False,False,False,False,True
3,1,4,15.069154004882671,0.052592921005374056,True,True,True,True,True
3,1,4,30.710941685385258,0.10597380653333685,True,True,True,True,True
3,1,4,9.563780057309902,0.140854401397758,True,True,True,True,True
3,1,4,2559.858081169599,0.11953722383312165,True,True,True,True,True
3,1,4,355.1680861116967,0.06167172363147936,True,True,True,True,True
3,1,4,26.441257822269243,0.10394012480413582,True,True,True,True,True
3,1,4,48.393317657627,0.0627006341109126,True,True,True,True,True
3,1,4,63.71682361406676,0.06346801504956194,False,False,True,True,True
3,1,4,23.762890517558485,0.10458928365383548,True,True,True,True,True
3,1,4,43.56345222676913,0.08537729887391915,True,False,False,False,True
3,1,4,4821.85398777048,0.19548036648466022,True,True,True,True,True
3,1,4,147.22623576933896,0.049270302537944954,True,True,True,True,True
3,1,4,16.658530250384107,0.05272845759831689,True,True,True,True,True
3,1,4,626.5804864142891,0.029290285449873898,False,False,True,True,True
3,1,4,99.31437315312967,0.07521574628477991,True,True,True,True,True
3,1,4,124.97982872231049,0.17507326304975682,True,False,False,True,True
3,1,4,102.65442761559116,0.07154862658947517,True,True,True,True,True
3,1,4,10.827062055248186,0.133080672975478,False,True,True,True,True
3,1,4,10.3573209401718,0.21833741510540897,True,True,True,True,True
3,1,4,1177.7179074511766,0.045014898562878776,True,True,True,True,True
3,1,4,95.87712626261506,0.2470741484789582,True,True,True,True,True
3,1,4,801.5177575687575,0.1494862699558835,True,True,True,True,True
3,1,4,4215.394647535182,0.10805166214884734,True,True,True,True,True
3,1,4,5.912102679858073,0.11573577884754731,True,True,True,True,True
3,1,4,17.965595422178072,0.09885529144009352,True,True,True,True,True
3,1,4,921.3139508176184,0.07087550905779627,True,True,True,True,True
3,1,4,24.442912450947674,0.058033642312333815,True,True,True,True,True
3,1,4,15.737155978532613,0.0912601988591105,True,True,True,True,True
3,1,4,23.339019725660542,0.045166267824198546,True,True,True,True,True
3,1,4,297.1535901075901,0.042291999412269146,True,True,True,True,True
3,1,4,105.20778189852422,0.06237168776898963,True,True,True,True,True
3,1,4,96.47273259703098,0.16980768177317207,True,True,True,True,True
3,1,4,9.614222916957743,0.1322095069993064,True,True,True,True,True
3,1,4,22.67399822712587,0.0678687275988061,True,True,True,True,True
3,1,4,6.866732445331316,0.10205362798410005,True,True,True,True,True
3,1,4,5796.644105033274,0.1524442856646871,False,False,False,False,False
3,1,4,158.0224762170584,0.06649824308721368,True,True,True,True,True
3,1,4,13.884010600998767,0.043802803322007325,False,False,False,True,True
3,1,4,30.01084871916186,0.12320099116973914,True,True,True,True,True
3,1,4,13.238317104969086,0.1707564188600534,True,True,True,True,True
3,1,4,72.31393678374089,0.1055713408655182,True,True,True,True,True
3,1,5,20.741066803637235,0.09407567205848612,True,True,True,True,True
3,1,5,16.077105826408378,0.041099649311927756,False,False,False,False,False
3,1,5,422.9392234754191,0.05445291339564219,True,True,True,True,True
3,1,5,53.94350533750246,0.09409239652139473,True,True,True,True,True
3,1,5,898.6068263405693,0.031191970468288678,True,True,True,True,True
3,1,5,9.050362666178659,0.06285144566120493,True,True,True,True,True
3,1,5,114.48376116631076,0.18216232598331,True,True,True,True,True
3,1,5,187.5395680820366,0.22338455251282838,True,True,True,True,True
3,1,5,9.121664288059709,0.07270843063575176,True,True,True,True,True
3,1,5,49.03965347720583,0.07928886004505586,True,True,True,True,True
3,1,5,96.12742564751304,0.08244396290150512,False,True,True,True,True
3,1,5,89510.1350083569,0.0943862953053517,True,True,True,True,True
3,1,5,415.58300240073424,0.04167833401470959,False,False,False,False,True
3,1,5,79.01588352611992,0.06929808042362293,True,True,True,True,True
3,1,5,41.85502243208352,0.06135381557100038,True,True,True,True,True
3,1,5,40.775690146957594,0.06487486018648146,True,True,True,True,True
3,1,5,18.9552590988501,0.037272953561560226,False,False,True,True,True
3,1,5,23.15485052594696,0.07376142496164775,True,True,True,True,True
3,1,5,17.784765177281418,0.0700896854480118,False,False,True,True,True
3,1,5,385.41584749270834,0.03002304663655607,True,True,True,True,True
3,1,5,22.219685025825427,0.06480633359365437,True,True,True,True,True
3,1,5,276.15408760411214,0.11256992948220076,True,True,True,True,True
3,1,5,71.89761382065039,0.07353838498895707,True,True,True,True,True
3,1,5,70.47283518153351,0.11928420119534919,True,True,True,True,True
3,1,5,18.068513793480065,0.0790441424739567,True,True,True,True,True
3,1,5,96.0670850273989,0.14593163273425053,True,True,True,True,True
3,1,5,30.481012153941702,0.09748885912352938,True,True,True,True,True
3,1,5,21.73041051540913,0.04588972622726413,True,True,True,True,True
3,1,5,106.20202693720269,0.02955974803748528,False,True,True,True,True
3,1,5,19.590734889953975,0.04421088683793872,False,False,False,True,True
3,1,5,95.49472811490259,0.058923191764781,True,True,True,True,True
3,1,5,165.26393842934843,0.044560073972252305,False,True,True,True,False
3,1,5,14.29252906258052,0.0996078560231677,True,True,True,True,True
3,1,5,142.69045341196903,0.10176537845462091,False,False,False,False,False
3,1,5,8.877308242756497,0.0712606914679047,False,False,True,True,True
3,1,5,15.822734256119038,0.053927668126915504,True,True,True,True,True
3,1,5,13.273730021235963,0.2053760035010922,True,True,True,True,True
3,1,5,217.50515251433904,0.01958823676454641,False,False,True,True,True
3,1,5,28.52133417577554,0.07962691436992761,False,False,False,False,False
3,1,5,41.72030769948698,0.21607478370132172,True,True,True,True,True
3,1,5,17.47662720098282,0.18064682926483996,True,True,True,True,True
3,1,5,266.4907369268277,0.04389855327801066,False,False,True,True,True
3,1,5,34.082860350409696,0.11366032783126671,True,True,True,True,True
3,1,5,25.35034446401131,0.18861915842338792,False,False,False,False,True
3,1,5,220.0169829681186,0.06594102237484309,True,True,True,True,True
3,1,5,45.593484117927936,0.18696183009545322,True,True,True,True,True
3,1,5,1981.2750347612805,0.12961149618585852,True,True,True,True,True
3,1,5,19685.913547841275,0.03747110601818213,False,False,False,False,False
3,1,5,25.54182456952481,0.10376071160869134,True,True,True,True,True
3,1,5,18.430322619742366,0.09349191567893061,True,True,True,True,True
3,1,5,64.09186979561197,0.09278144363693568,False,False,False,False,False
3,1,5,42.25027263372792,0.1589971150315505,True,True,True,True,True
3,1,5,15.588993659502227,0.07139737283249561,True,True,True,True,True
3,1,5,10.516335044973118,0.13685519026594176,True,True,True,True,True
3,1,5,13.731865310878494,0.12558941350621652,True,True,True,True,True
3,1,5,18.06703477502302,0.08302467142699324,False,False,True,True,True
3,1,5,24.216492516840017,0.05306136630064171,True,True,True,True,True
3,1,5,53.14754384113857,0.09009337358588537,True,True,True,True,True
3,1,5,10.70840939941927,0.21197665582235764,True,True,True,True,True
3,1,5,70.92472072669982,0.04487662844554617,True,True,True,True,True
3,1,5,383.56550758797533,0.06084011422912648,False,False,False,False,False
3,1,5,477.81970755361317,0.06161452676034435,True,True,True,True,True
3,1,5,45.01839993335169,0.07909064693657898,True,True,True,True,True
3,1,5,98.65417679962967,0.0633103238169712,True,True,True,True,True
3,1,5,21.35500146323412,0.10755422015916484,True,False,False,False,False
3,1,5,12.33480681515479,0.18127960816942326,True,True,True,True,True
3,1,5,58.31189856348453,0.06404851656112984,True,True,True,True,True
3,1,5,32.726682922592616,0.05137405754415886,True,True,True,True,True
3,1,5,19.662311837474654,0.05877574272814215,False,True,True,True,True
3,1,5,111.65337512687825,0.16695333602770066,True,True,True,True,True
3,1,5,72.61127922866432,0.1794327730545421,True,True,True,True,True
3,1,5,317.93446981125084,0.11013050148142833,True,True,True,True,True
3,1,5,506.97405532420316,0.0861087902947078,True,True,True,True,True
3,1,5,56.61601176626023,0.05568286227712455,True,True,True,True,True
3,1,5,1133.7757583073806,0.1250416613387144,True,True,True,True,True
3,1,5,1338.940701120767,0.12113761902281482,True,True,True,True,True
3,1,5,23.85072024727055,0.0975146150956332,True,True,True,True,True
3,1,5,59.88456921697074,0.03181097835735035,True,True,True,True,True
3,1,5,109.64344714074059,0.04349502097188394,True,True,True,True,True
3,1,5,20.485904813966737,0.24230823360691126,True,True,True,True,True
3,1,5,25.762492271137035,0.1442594449345133,True,True,True,True,True
3,1,5,3.8779921196085385,0.12739595202426407,True,True,True,True,True
3,1,5,8.546016628076407,0.0855837421847611,True,True,True,True,True
3,1,5,8.660984612983084,0.10794261474801298,False,True,True,True,True
3,1,5,8.64695652509733,0.06407468950598047,False,False,True,True,True
3,1,5,54.24280887395909,0.03835738007202086,False,False,False,False,False
3,1,5,20.150019797524212,0.06915216480981991,True,True,True,True,True
3,1,5,78.86666312591481,0.029093846076172807,True,True,True,True,False
3,1,5,14.078825114480148,0.16287488558115634,True,True,True,True,True
3,1,5,102.45305625747142,0.042440361316909425,False,False,False,False,True
3,1,5,198.2824662926279,0.048043934142732905,True,True,True,False,False
3,1,5,60.25496892108269,0.09022794187125494,True,True,True,True,True
3,1,5,166.08339944450518,0.0813315756020695,True,True,True,True,True
3,1,5,37.53191709490414,0.11201089903098867,True,False,False,True,True
3,1,5,1686.435075424258,0.09451053943846527,True,True,True,True,True
3,1,5,12.103514540667252,0.054457781757976616,True,True,True,True,True
3,1,5,23.099971826529696,0.14544271330092012,True,True,True,True,True
3,1,5,49732.55691420251,0.07454715709681257,True,True,True,True,True
3,1,5,30.444364389671527,0.07917926962126712,True,True,True,True,True
3,1,5,40.870297506334474,0.11405535083343483,True,True,True,True,True
3,2,2,40.56638160813322,0.16056525098204805,False,False,True,True,True
3,2,2,23.723816967235326,0.09419211920988997,True,True,True,True,True
3,2,2,26.861446128126804,0.14532186253357787,True,True,True,True,True
3,2,2,36.818444401594135,0.06441432730294143,True,True,True,True,True
3,2,2,23.242173305303545,0.2715903042332605,True,True,True,True,True
3,2,2,4.713563524166623,0.15894397023296958,True,True,True,True,True
3,2,2,187.85466580686312,0.07797450990577982,True,True,True,True,True
3,2,2,46.82415477526546,0.04884598327699306,True,True,True,True,True
3,2,2,27.499724921416533,0.09844828870400821,True,True,True,True,True
3,2,2,15.49427740870947,0.12797683075042474,True,True,True,True,True
3,2,2,6.187038763885866,0.21115337475400128,False,False,True,True,True
3,2,2,148.03876138425815,0.11041762182704329,False,True,True,True,True
3,2,2,15.378021012332011,0.07867058858691349,True,True,True,True,True
3,2,2,5.7493772646309,0.08972737701323036,True,True,True,True,True
3,2,2,40.78636514949639,0.03434738797303519,False,False,False,True,True
3,2,2,31.938980707564312,0.022336679069503214,True,True,True,True,True
